no,nama_barang,kategori,kode_barang
6746,Mesin Jahit Elastik 5 Benang 3 Jarum,PERALATAN DAN MESIN,1.3.2.08.01.34.048
6747,Mesin Bordir Highspeed,PERALATAN DAN MESIN,1.3.2.08.01.34.049
6748,Mesin Jahit Bartacking,PERALATAN DAN MESIN,1.3.2.08.01.34.050
6749,Mesin Jahit Pasang Kancing,PERALATAN DAN MESIN,1.3.2.08.01.34.051
6750,Mesin Jahit Overlock,PERALATAN DAN MESIN,1.3.2.08.01.34.052
6751,Mesin Collarettes Tape Cutting,PERALATAN DAN MESIN,1.3.2.08.01.34.053
6752,Mesin Knife Clath Cutting,PERALATAN DAN MESIN,1.3.2.08.01.34.054
6753,Mesin Printing,PERALATAN DAN MESIN,1.3.2.08.01.34.055
6754,Mesin Pemasang Kain Screen,PERALATAN DAN MESIN,1.3.2.08.01.34.056
6755,Mesin Steam Rol,PERALATAN DAN MESIN,1.3.2.08.01.34.057
6756,Mesin Gulung Kaos,PERALATAN DAN MESIN,1.3.2.08.01.34.058
6757,Mesin Lipat Kain,PERALATAN DAN MESIN,1.3.2.08.01.34.059
6758,Mesin Kalender,PERALATAN DAN MESIN,1.3.2.08.01.34.060
6759,Mesin Spannram,PERALATAN DAN MESIN,1.3.2.08.01.34.061
6760,Mesin Jigger,PERALATAN DAN MESIN,1.3.2.08.01.34.062
6761,Ketel Pemasakan,PERALATAN DAN MESIN,1.3.2.08.01.34.063
6762,Mesin Curring,PERALATAN DAN MESIN,1.3.2.08.01.34.064
6763,Mesin Haspel,PERALATAN DAN MESIN,1.3.2.08.01.34.065
6764,Mesin Peras,PERALATAN DAN MESIN,1.3.2.08.01.34.066
6765,Mesin Pengering,PERALATAN DAN MESIN,1.3.2.08.01.34.067
6766,Mesin Bakar Bulu Kain,PERALATAN DAN MESIN,1.3.2.08.01.34.068
6767,Exomat Hydro Extrator,PERALATAN DAN MESIN,1.3.2.08.01.34.069
6768,Alat Pembuka Serat Kelapa,PERALATAN DAN MESIN,1.3.2.08.01.34.070
6769,Mesin Rami,PERALATAN DAN MESIN,1.3.2.08.01.34.071
6770,Mesin Pemotong Serat,PERALATAN DAN MESIN,1.3.2.08.01.34.072
6771,alat laboratorium proses teknologi tekstil  lainnya (dst),PERALATAN DAN MESIN,1.3.2.08.01.34.073
6772,ALAT LABORATORIUM UJI TEKSTIL,PERALATAN DAN MESIN,1.3.2.08.01.35.000
6773,Twist Tester,PERALATAN DAN MESIN,1.3.2.08.01.35.001
6774,Alat Uji Serat Sintetik,PERALATAN DAN MESIN,1.3.2.08.01.35.002
6775,Alat Uji Kekuatan Tarik Kain,PERALATAN DAN MESIN,1.3.2.08.01.35.003
6776,Rulling Machine Honeybear,PERALATAN DAN MESIN,1.3.2.08.01.35.004
6777,Incline Plane Tester,PERALATAN DAN MESIN,1.3.2.08.01.35.005
6778,Chemical Mixing Charton,PERALATAN DAN MESIN,1.3.2.08.01.35.006
6779,Rabbing Machine,PERALATAN DAN MESIN,1.3.2.08.01.35.007
6780,Alat Uji Grade Kain,PERALATAN DAN MESIN,1.3.2.08.01.35.008
6781,Kringle Facto Meter,PERALATAN DAN MESIN,1.3.2.08.01.35.009
6782,Alat Crimp Tester,PERALATAN DAN MESIN,1.3.2.08.01.35.010
6783,Evennes Tester,PERALATAN DAN MESIN,1.3.2.08.01.35.011
6784,Alat Uji Siram Air,PERALATAN DAN MESIN,1.3.2.08.01.35.012
6785,Alat Uji Sobek Kain,PERALATAN DAN MESIN,1.3.2.08.01.35.013
6786,Crease Recovery,PERALATAN DAN MESIN,1.3.2.08.01.35.014
6787,Bear Sorter,PERALATAN DAN MESIN,1.3.2.08.01.35.015
6788,Stelo Meter (Alat Laboratorium Uji Tekstil),PERALATAN DAN MESIN,1.3.2.08.01.35.016
6789,Alat Uji Tarik Benang,PERALATAN DAN MESIN,1.3.2.08.01.35.017
6790,Alat Ukur Suhu Kain,PERALATAN DAN MESIN,1.3.2.08.01.35.018
6791,Rabbing Tester,PERALATAN DAN MESIN,1.3.2.08.01.35.019
6792,Gloss Meter,PERALATAN DAN MESIN,1.3.2.08.01.35.020
6793,Gaschromatograph,PERALATAN DAN MESIN,1.3.2.08.01.35.021
6794,Scanning Electron Microscope (Alat Laboratorium Uji Tekstil),PERALATAN DAN MESIN,1.3.2.08.01.35.022
6795,Tensio Meter,PERALATAN DAN MESIN,1.3.2.08.01.35.023
6796,Ion Meter,PERALATAN DAN MESIN,1.3.2.08.01.35.024
6797,Weather Meter,PERALATAN DAN MESIN,1.3.2.08.01.35.025
6798,Rain Tester,PERALATAN DAN MESIN,1.3.2.08.01.35.026
6799,Tumble Dryer,PERALATAN DAN MESIN,1.3.2.08.01.35.027
6800,Conedrop Test (Alat Laboratorium Uji Tekstil),PERALATAN DAN MESIN,1.3.2.08.01.35.028
6801,Autometic Shive Sheker,PERALATAN DAN MESIN,1.3.2.08.01.35.029
6802,Brusting Tester,PERALATAN DAN MESIN,1.3.2.08.01.35.030
6803,Hygro Thermograph,PERALATAN DAN MESIN,1.3.2.08.01.35.031
6804,Psychrometer (Alat Laboratorium Uji Tekstil),PERALATAN DAN MESIN,1.3.2.08.01.35.032
6805,Martindale Wear And Arbartion Tester,PERALATAN DAN MESIN,1.3.2.08.01.35.033
6806,Alat Penomoran Benang,PERALATAN DAN MESIN,1.3.2.08.01.35.034
6807,Shirley Stifness Tester,PERALATAN DAN MESIN,1.3.2.08.01.35.035
6808,Stollflax /Gosok Tekuk,PERALATAN DAN MESIN,1.3.2.08.01.35.036
6809,Thermogravimetri,PERALATAN DAN MESIN,1.3.2.08.01.35.037
6810,Line Test,PERALATAN DAN MESIN,1.3.2.08.01.35.038
6811,Melting Point,PERALATAN DAN MESIN,1.3.2.08.01.35.039
6812,Alat Uji Beda Warna,PERALATAN DAN MESIN,1.3.2.08.01.35.040
6813,Sinco Thermocontroller,PERALATAN DAN MESIN,1.3.2.08.01.35.041
6814,Electric Roeder,PERALATAN DAN MESIN,1.3.2.08.01.35.042
6815,Alat Pintal Sabut Kelapa,PERALATAN DAN MESIN,1.3.2.08.01.35.043
6816,Presslay Fiber Strengh Tester,PERALATAN DAN MESIN,1.3.2.08.01.35.044
6817,Tergotometer,PERALATAN DAN MESIN,1.3.2.08.01.35.045
6818,Waskator,PERALATAN DAN MESIN,1.3.2.08.01.35.046
6819,Crock Meter (Alat Laboratorium Uji Tekstil),PERALATAN DAN MESIN,1.3.2.08.01.35.047
6820,Knit Shrinkage Gauge,PERALATAN DAN MESIN,1.3.2.08.01.35.048
6821,Flammeability Tester,PERALATAN DAN MESIN,1.3.2.08.01.35.049
6822,Scorch Tester,PERALATAN DAN MESIN,1.3.2.08.01.35.050
6823,Pilling Tester,PERALATAN DAN MESIN,1.3.2.08.01.35.051
6824,Fafegraph M,PERALATAN DAN MESIN,1.3.2.08.01.35.052
6825,Sliver Reel,PERALATAN DAN MESIN,1.3.2.08.01.35.053
6826,Fibrograph (Alat Laboratorium Uji Tekstil),PERALATAN DAN MESIN,1.3.2.08.01.35.054
6827,Micronair,PERALATAN DAN MESIN,1.3.2.08.01.35.055
6828,Rotary Static Tester,PERALATAN DAN MESIN,1.3.2.08.01.35.056
6829,Yern Abratrion Tester,PERALATAN DAN MESIN,1.3.2.08.01.35.057
6830,Hairiness Tester,PERALATAN DAN MESIN,1.3.2.08.01.35.058
6831,Instron Tensile Streng Tester,PERALATAN DAN MESIN,1.3.2.08.01.35.059
6832,Elemendorf Testing Tester,PERALATAN DAN MESIN,1.3.2.08.01.35.060
6833,Alat Uji Sudut Kain,PERALATAN DAN MESIN,1.3.2.08.01.35.061
6834,alat laboratorium uji tekstil  lainnya (dst),PERALATAN DAN MESIN,1.3.2.08.01.35.062
6835,ALAT LABORATORIUM PROSES TEKNOLOGI KERAMIK,PERALATAN DAN MESIN,1.3.2.08.01.36.000
6836,Double Sharp Mixer,PERALATAN DAN MESIN,1.3.2.08.01.36.001
6837,Momen Mixer,PERALATAN DAN MESIN,1.3.2.08.01.36.002
6838,Purometer Optik,PERALATAN DAN MESIN,1.3.2.08.01.36.003
6839,Air Sifler,PERALATAN DAN MESIN,1.3.2.08.01.36.004
6840,Alat Pemadam Kapur,PERALATAN DAN MESIN,1.3.2.08.01.36.005
6841,Plaster Extentiometer,PERALATAN DAN MESIN,1.3.2.08.01.36.006
6842,Pogmill Machine,PERALATAN DAN MESIN,1.3.2.08.01.36.007
6843,Extruder (Alat Laboratorium Proses Teknologi Keramik),PERALATAN DAN MESIN,1.3.2.08.01.36.008
6844,Pengatur Tahanan Resistor,PERALATAN DAN MESIN,1.3.2.08.01.36.009
6845,Magnetic Ferofilter,PERALATAN DAN MESIN,1.3.2.08.01.36.010
6846,Alat Slip Kaolin,PERALATAN DAN MESIN,1.3.2.08.01.36.011
6847,Pyrometer Radiasi,PERALATAN DAN MESIN,1.3.2.08.01.36.012
6848,Electric Boiler,PERALATAN DAN MESIN,1.3.2.08.01.36.013
6849,Law Crusher,PERALATAN DAN MESIN,1.3.2.08.01.36.014
6850,Edge Runner Mill,PERALATAN DAN MESIN,1.3.2.08.01.36.015
6851,Hammer Mill (Alat Laboratorium Proses Teknologi Keramik),PERALATAN DAN MESIN,1.3.2.08.01.36.016
6852,Rall Chrusher,PERALATAN DAN MESIN,1.3.2.08.01.36.017
6853,Grinding Mill,PERALATAN DAN MESIN,1.3.2.08.01.36.018
6854,Saringan Magnet,PERALATAN DAN MESIN,1.3.2.08.01.36.019
6855,Perpurated Ball Mill,PERALATAN DAN MESIN,1.3.2.08.01.36.020
6856,Cyclon Tupe Sparating Machine,PERALATAN DAN MESIN,1.3.2.08.01.36.021
6857,Sand Washing Machine,PERALATAN DAN MESIN,1.3.2.08.01.36.022
6858,Friction Press,PERALATAN DAN MESIN,1.3.2.08.01.36.023
6859,Hydrolic Press,PERALATAN DAN MESIN,1.3.2.08.01.36.024
6860,Press Angka Roda Gila,PERALATAN DAN MESIN,1.3.2.08.01.36.025
6861,Semi Automatic Cam Press,PERALATAN DAN MESIN,1.3.2.08.01.36.026
6862,Ban Berjalan,PERALATAN DAN MESIN,1.3.2.08.01.36.027
6863,Motorized Kick Well,PERALATAN DAN MESIN,1.3.2.08.01.36.028
6864,Mesin Bubut Isolator,PERALATAN DAN MESIN,1.3.2.08.01.36.029
6865,Mesin Bor Pembuat Ulir,PERALATAN DAN MESIN,1.3.2.08.01.36.030
6866,Pot Mill,PERALATAN DAN MESIN,1.3.2.08.01.36.031
6867,Table Wheel,PERALATAN DAN MESIN,1.3.2.08.01.36.032
6868,Manual Kick Wheel,PERALATAN DAN MESIN,1.3.2.08.01.36.033
6869,Tunnel Kiln (Solar),PERALATAN DAN MESIN,1.3.2.08.01.36.034
6870,Tunnel Kiln (Gas Elpiji),PERALATAN DAN MESIN,1.3.2.08.01.36.035
6871,Tunnel Kiln (Listrik),PERALATAN DAN MESIN,1.3.2.08.01.36.036
6872,alat laboratorium proses teknologi keramik  lainnya (dst),PERALATAN DAN MESIN,1.3.2.08.01.36.037
6873,"ALAT LABORATORIUM PROSES TEKNOLOGI KULIT, KARET DAN PLASTIK",PERALATAN DAN MESIN,1.3.2.08.01.37.000
6874,Mesin Drum Pemasak Kulit,PERALATAN DAN MESIN,1.3.2.08.01.37.001
6875,Mesin Setrika Kulit,PERALATAN DAN MESIN,1.3.2.08.01.37.002
6876,Mesin Glandstot,PERALATAN DAN MESIN,1.3.2.08.01.37.003
6877,Mesin Setol,PERALATAN DAN MESIN,1.3.2.08.01.37.004
6878,Mesin Perah,PERALATAN DAN MESIN,1.3.2.08.01.37.005
6879,Mesin Skrep,PERALATAN DAN MESIN,1.3.2.08.01.37.006
6880,Mesin Shaving,PERALATAN DAN MESIN,1.3.2.08.01.37.007
6881,Mesin Flashing,PERALATAN DAN MESIN,1.3.2.08.01.37.008
6882,Mesin Molding Vulkanisasi,PERALATAN DAN MESIN,1.3.2.08.01.37.009
6883,Mesin Molding Injection,PERALATAN DAN MESIN,1.3.2.08.01.37.010
6884,Mesin Shoes Flashing,PERALATAN DAN MESIN,1.3.2.08.01.37.011
6885,Mesin Ukur Kulit,PERALATAN DAN MESIN,1.3.2.08.01.37.012
6886,Mesin Pengaktif Lem,PERALATAN DAN MESIN,1.3.2.08.01.37.013
6887,Mesin Staking Wheel,PERALATAN DAN MESIN,1.3.2.08.01.37.014
6888,Mesin Seser,PERALATAN DAN MESIN,1.3.2.08.01.37.015
6889,Mesin Domai,PERALATAN DAN MESIN,1.3.2.08.01.37.016
6890,Mesin Alur Jahitan,PERALATAN DAN MESIN,1.3.2.08.01.37.017
6891,Hydrolic Oven Camant Lasting,PERALATAN DAN MESIN,1.3.2.08.01.37.018
6892,Mesin Split,PERALATAN DAN MESIN,1.3.2.08.01.37.019
6893,Mesin Vacum Trockner Dryne,PERALATAN DAN MESIN,1.3.2.08.01.37.020
6894,Mesin Potong Kulit,PERALATAN DAN MESIN,1.3.2.08.01.37.021
6895,Mesin Pemanas,PERALATAN DAN MESIN,1.3.2.08.01.37.022
6896,Tunning Drum Experiment,PERALATAN DAN MESIN,1.3.2.08.01.37.023
6897,Alat Press Sol Listrik,PERALATAN DAN MESIN,1.3.2.08.01.37.024
6898,Alat Pembelah Sol,PERALATAN DAN MESIN,1.3.2.08.01.37.025
6899,Alat Kembang Pita,PERALATAN DAN MESIN,1.3.2.08.01.37.026
6900,Alat Pelonggar Sepatu,PERALATAN DAN MESIN,1.3.2.08.01.37.027
6901,Alat Potong Sol,PERALATAN DAN MESIN,1.3.2.08.01.37.028
6902,Alat Pressol Tangan,PERALATAN DAN MESIN,1.3.2.08.01.37.029
6903,Mesin Finishing Combinasi,PERALATAN DAN MESIN,1.3.2.08.01.37.030
6904,Mesin Roughing,PERALATAN DAN MESIN,1.3.2.08.01.37.031
6905,Mesin Aflap Sol,PERALATAN DAN MESIN,1.3.2.08.01.37.032
6906,Mesin Press Sol,PERALATAN DAN MESIN,1.3.2.08.01.37.033
6907,Mesin Roll Press,PERALATAN DAN MESIN,1.3.2.08.01.37.034
6908,Mesin Aflap Sepatu,PERALATAN DAN MESIN,1.3.2.08.01.37.035
6909,Alat Press Angin,PERALATAN DAN MESIN,1.3.2.08.01.37.036
6910,Mesin Paku Sol Dalam,PERALATAN DAN MESIN,1.3.2.08.01.37.037
6911,Mesin Paku Open,PERALATAN DAN MESIN,1.3.2.08.01.37.038
6912,Mesin Lem Open Samping,PERALATAN DAN MESIN,1.3.2.08.01.37.039
6913,Mesin Trimming,PERALATAN DAN MESIN,1.3.2.08.01.37.040
6914,Mesin Potong Atasan Sepatu,PERALATAN DAN MESIN,1.3.2.08.01.37.041
6915,Mesin Open Sepatu,PERALATAN DAN MESIN,1.3.2.08.01.37.042
6916,Mesin Gergaji Pola Acuan,PERALATAN DAN MESIN,1.3.2.08.01.37.043
6917,Mesin Enjeksi Bakalan Acuan,PERALATAN DAN MESIN,1.3.2.08.01.37.044
6918,Leather Finishing Machine,PERALATAN DAN MESIN,1.3.2.08.01.37.045
6919,Hydrolic Ironing Embossing Press,PERALATAN DAN MESIN,1.3.2.08.01.37.046
6920,Vibration Stacking Machine,PERALATAN DAN MESIN,1.3.2.08.01.37.047
6921,Satyluk Trening Machine,PERALATAN DAN MESIN,1.3.2.08.01.37.048
6922,Alat Pengering Sistem Tonggle,PERALATAN DAN MESIN,1.3.2.08.01.37.049
6923,Mesin Two Roll Mill,PERALATAN DAN MESIN,1.3.2.08.01.37.050
6924,Mesin Compouding,PERALATAN DAN MESIN,1.3.2.08.01.37.051
6925,Alat Press Laminasi,PERALATAN DAN MESIN,1.3.2.08.01.37.052
6926,Mesin Takar Abration Tester,PERALATAN DAN MESIN,1.3.2.08.01.37.053
6927,Alat Potong Plastik,PERALATAN DAN MESIN,1.3.2.08.01.37.054
6928,Mesin Hide Progesser,PERALATAN DAN MESIN,1.3.2.08.01.37.055
6929,Mesin Tannox Drum,PERALATAN DAN MESIN,1.3.2.08.01.37.056
6930,Alat Mensolfinasi Minyak,PERALATAN DAN MESIN,1.3.2.08.01.37.057
6931,Mesin Potong Hardboard,PERALATAN DAN MESIN,1.3.2.08.01.37.058
6932,Mesin Kikir Hardboard,PERALATAN DAN MESIN,1.3.2.08.01.37.059
6933,Mesin Bending,PERALATAN DAN MESIN,1.3.2.08.01.37.060
6934,Mesin Granding Super Lince,PERALATAN DAN MESIN,1.3.2.08.01.37.061
6935,Mesin Grending Acuan,PERALATAN DAN MESIN,1.3.2.08.01.37.062
6936,Mesin Tanda / Cap,PERALATAN DAN MESIN,1.3.2.08.01.37.063
6937,Mesin Bording,PERALATAN DAN MESIN,1.3.2.08.01.37.064
6938,Mesin Mixer Coumpond,PERALATAN DAN MESIN,1.3.2.08.01.37.065
6939,"alat laboratorium proses teknologi kulit, karet dan plastik  lainnya (dst)",PERALATAN DAN MESIN,1.3.2.08.01.37.066
6940,"ALAT LABORATORIUM UJI KULIT, KARET DAN PLASTIK",PERALATAN DAN MESIN,1.3.2.08.01.38.000
6941,Tensile Strength Tester,PERALATAN DAN MESIN,1.3.2.08.01.38.001
6942,Alat Uji Penyerapan Air / Udara,PERALATAN DAN MESIN,1.3.2.08.01.38.002
6943,Contilever Tensiometer,PERALATAN DAN MESIN,1.3.2.08.01.38.003
6944,Vacum Filtration Funil,PERALATAN DAN MESIN,1.3.2.08.01.38.004
6945,Alat Uji Pengaduk,PERALATAN DAN MESIN,1.3.2.08.01.38.005
6946,Refter KS Condensor,PERALATAN DAN MESIN,1.3.2.08.01.38.006
6947,Constant Load Deftiction,PERALATAN DAN MESIN,1.3.2.08.01.38.007
6948,Alat Uji Kebocoran Air Untuk Glove,PERALATAN DAN MESIN,1.3.2.08.01.38.008
6949,Stress Cracking Tester,PERALATAN DAN MESIN,1.3.2.08.01.38.009
6950,Westhover Type Frictiometer,PERALATAN DAN MESIN,1.3.2.08.01.38.010
6951,Presure Stillser,PERALATAN DAN MESIN,1.3.2.08.01.38.011
6952,"Melt Indexer (Alat Laboratorium Uji Kulit, Karet Dan Plastik)",PERALATAN DAN MESIN,1.3.2.08.01.38.012
6953,Cross Beather Mill,PERALATAN DAN MESIN,1.3.2.08.01.38.013
6954,Compression Set Apparatus,PERALATAN DAN MESIN,1.3.2.08.01.38.014
6955,"Tensile Head Distortion (Alat Laboratorium Uji Kulit, Karet Dan Plastik)",PERALATAN DAN MESIN,1.3.2.08.01.38.015
6956,Alat Uji Keretakan Kulit,PERALATAN DAN MESIN,1.3.2.08.01.38.016
6957,Alat Pelubang Mata Ayam,PERALATAN DAN MESIN,1.3.2.08.01.38.017
6958,Super Type Thickness Tester,PERALATAN DAN MESIN,1.3.2.08.01.38.018
6959,Electric Mointure Tester,PERALATAN DAN MESIN,1.3.2.08.01.38.019
6960,Alat Uji Falling Weight,PERALATAN DAN MESIN,1.3.2.08.01.38.020
6961,Mixer Drum Experiment Machine,PERALATAN DAN MESIN,1.3.2.08.01.38.021
6962,Ross Plexing Machine,PERALATAN DAN MESIN,1.3.2.08.01.38.022
6963,Punthing Machine,PERALATAN DAN MESIN,1.3.2.08.01.38.023
6964,Smaal Mixing Test Roll,PERALATAN DAN MESIN,1.3.2.08.01.38.024
6965,Alat Uji Pampart,PERALATAN DAN MESIN,1.3.2.08.01.38.025
6966,Alat Uji Pantul Bola,PERALATAN DAN MESIN,1.3.2.08.01.38.026
6967,Lestometer,PERALATAN DAN MESIN,1.3.2.08.01.38.027
6968,Mercury Mix KIM,PERALATAN DAN MESIN,1.3.2.08.01.38.028
6969,Deal Tickness Gauge,PERALATAN DAN MESIN,1.3.2.08.01.38.029
6970,Pompa Airasil,PERALATAN DAN MESIN,1.3.2.08.01.38.030
6971,Weather Station,PERALATAN DAN MESIN,1.3.2.08.01.38.031
6972,"Top Loading Balance (Alat Laboratorium Uji Kulit, Karet Dan Plastik)",PERALATAN DAN MESIN,1.3.2.08.01.38.032
6973,Disolved Open Meter,PERALATAN DAN MESIN,1.3.2.08.01.38.033
6974,Shoubury Curometer,PERALATAN DAN MESIN,1.3.2.08.01.38.034
6975,Alat Uji Kebocoran Udara Untuk Glove,PERALATAN DAN MESIN,1.3.2.08.01.38.035
6976,"alat laboratorium uji kulit, karet dan plastik  lainnya (dst)",PERALATAN DAN MESIN,1.3.2.08.01.38.036
6977,ALAT LABORATORIUM UJI KERAMIK,PERALATAN DAN MESIN,1.3.2.08.01.39.000
6978,Dilatometer,PERALATAN DAN MESIN,1.3.2.08.01.39.001
6979,Alat Uji Kejut Suhu,PERALATAN DAN MESIN,1.3.2.08.01.39.002
6980,Alat Uji Keplostisam,PERALATAN DAN MESIN,1.3.2.08.01.39.003
6981,Plastisimeter,PERALATAN DAN MESIN,1.3.2.08.01.39.004
6982,Alat Uji Deviasi Optik,PERALATAN DAN MESIN,1.3.2.08.01.39.005
6983,Alat Uji Viscositas Gelas,PERALATAN DAN MESIN,1.3.2.08.01.39.006
6984,Increment Presure Tester,PERALATAN DAN MESIN,1.3.2.08.01.39.007
6985,Alat Uji Tegangan Dalam Gelas,PERALATAN DAN MESIN,1.3.2.08.01.39.008
6986,Alat Pemeriksaan Ukuran Kaca,PERALATAN DAN MESIN,1.3.2.08.01.39.009
6987,Alat Uji Ketepatan Bentuk,PERALATAN DAN MESIN,1.3.2.08.01.39.010
6988,Alat Uji Keausan Pasir Jatuh,PERALATAN DAN MESIN,1.3.2.08.01.39.011
6989,Alat Uji Tembus Listrik,PERALATAN DAN MESIN,1.3.2.08.01.39.012
6990,Alat Pengukur Eflorisen,PERALATAN DAN MESIN,1.3.2.08.01.39.013
6991,Alat Uji Refleksi Kaca,PERALATAN DAN MESIN,1.3.2.08.01.39.014
6992,X Ray Apparatus Defraction,PERALATAN DAN MESIN,1.3.2.08.01.39.015
6993,Alat Uji Kekuatan Glasir (Glaze Strength Tester),PERALATAN DAN MESIN,1.3.2.08.01.39.016
6994,Alat Uji Analisa Oksida Logam-Logam (Spektofotometer),PERALATAN DAN MESIN,1.3.2.08.01.39.017
6995,Alat Uji Analisa Butiran Bahan (Laboratory Testing Screen),PERALATAN DAN MESIN,1.3.2.08.01.39.018
6996,Alat Uji Kekentalan Bahan,PERALATAN DAN MESIN,1.3.2.08.01.39.019
6997,alat laboratorium uji keramik  lainnya (dst),PERALATAN DAN MESIN,1.3.2.08.01.39.020
6998,ALAT LABORATORIUM PROSES TEKNOLOGI SELULOSA,PERALATAN DAN MESIN,1.3.2.08.01.40.000
6999,Hend Help Uv Lamp,PERALATAN DAN MESIN,1.3.2.08.01.40.001
7000,Alat Pemutih Pulp Dengan Oxygen,PERALATAN DAN MESIN,1.3.2.08.01.40.002
7001,Mesin Karton,PERALATAN DAN MESIN,1.3.2.08.01.40.003
7002,Mesin PCB,PERALATAN DAN MESIN,1.3.2.08.01.40.004
7003,Mesin Waste Water Purification,PERALATAN DAN MESIN,1.3.2.08.01.40.005
7004,Mesin Auxyliary Service,PERALATAN DAN MESIN,1.3.2.08.01.40.006
7005,Mesin Rayon,PERALATAN DAN MESIN,1.3.2.08.01.40.007
7006,Mesin Chorine Alkali Electrolysis,PERALATAN DAN MESIN,1.3.2.08.01.40.008
7007,Mesin Repair And Maintenance Shop,PERALATAN DAN MESIN,1.3.2.08.01.40.009
7008,Mesin Power Station White Emergency Diesel Generating,PERALATAN DAN MESIN,1.3.2.08.01.40.010
7009,Mesin Water Softering Plant,PERALATAN DAN MESIN,1.3.2.08.01.40.011
7010,Mesin Pulp,PERALATAN DAN MESIN,1.3.2.08.01.40.012
7011,Deflaker,PERALATAN DAN MESIN,1.3.2.08.01.40.013
7012,Mesin Cetak Karton,PERALATAN DAN MESIN,1.3.2.08.01.40.014
7013,Calender,PERALATAN DAN MESIN,1.3.2.08.01.40.015
7014,Poros Transmisi,PERALATAN DAN MESIN,1.3.2.08.01.40.016
7015,Beater Unit (Mesin Penggiling),PERALATAN DAN MESIN,1.3.2.08.01.40.017
7016,Alat Deteksi Ketebalan Kertas,PERALATAN DAN MESIN,1.3.2.08.01.40.018
7017,alat laboratorium proses teknologi selulosa  lainnya (dst),PERALATAN DAN MESIN,1.3.2.08.01.40.019
7018,ALAT LABORATORIUM PERTANIAN,PERALATAN DAN MESIN,1.3.2.08.01.41.000
7019,AAS Multi Lamp,PERALATAN DAN MESIN,1.3.2.08.01.41.001
7020,AI Apparatus,PERALATAN DAN MESIN,1.3.2.08.01.41.002
7021,Air Compressor (Alat Laboratorium Pertanian),PERALATAN DAN MESIN,1.3.2.08.01.41.003
7022,Alat Degreening Jeruk Kap 100 Kg,PERALATAN DAN MESIN,1.3.2.08.01.41.004
7023,Alat Penanggulangan Penyakit Pasca Panen Dg Air Panas,PERALATAN DAN MESIN,1.3.2.08.01.41.005
7024,Alat Pengering Sederhana Dng Kompor,PERALATAN DAN MESIN,1.3.2.08.01.41.006
7025,Alat Pengering (Force Draught),PERALATAN DAN MESIN,1.3.2.08.01.41.007
7026,Alat Precooling Buah Dng Es Secara Sirmulasi,PERALATAN DAN MESIN,1.3.2.08.01.41.008
7027,Alat Simulasi Transportasi,PERALATAN DAN MESIN,1.3.2.08.01.41.009
7028,Amino Acid Analyzer (AAA),PERALATAN DAN MESIN,1.3.2.08.01.41.010
7029,Amylograph,PERALATAN DAN MESIN,1.3.2.08.01.41.011
7030,Anaerobic Jar,PERALATAN DAN MESIN,1.3.2.08.01.41.012
7031,Anaerobic Jar Oxide,PERALATAN DAN MESIN,1.3.2.08.01.41.013
7032,Analitycal Balance,PERALATAN DAN MESIN,1.3.2.08.01.41.014
7033,Anemometer (Alat Laboratorium Pertanian),PERALATAN DAN MESIN,1.3.2.08.01.41.015
7034,Atomic Absorption Spectrophotometer (AAS) (Alat Lab. Pertanian),PERALATAN DAN MESIN,1.3.2.08.01.41.016
7035,Auto Anylyzer,PERALATAN DAN MESIN,1.3.2.08.01.41.017
7036,Auto Still,PERALATAN DAN MESIN,1.3.2.08.01.41.018
7037,Autoclave (Alat Laboratorium Pertanian),PERALATAN DAN MESIN,1.3.2.08.01.41.019
7038,AW Meter,PERALATAN DAN MESIN,1.3.2.08.01.41.020
7039,Balance (Alat Laboratorium Pertanian),PERALATAN DAN MESIN,1.3.2.08.01.41.021
7040,Battery Charger (Alat Laboratorium Pertanian),PERALATAN DAN MESIN,1.3.2.08.01.41.022
7041,Biofreezer,PERALATAN DAN MESIN,1.3.2.08.01.41.023
7042,Block Digester,PERALATAN DAN MESIN,1.3.2.08.01.41.024
7043,Bod Monitor,PERALATAN DAN MESIN,1.3.2.08.01.41.025
7044,Bomb Calorimeter,PERALATAN DAN MESIN,1.3.2.08.01.41.026
7045,Buckard Apparatus,PERALATAN DAN MESIN,1.3.2.08.01.41.027
7046,Cabinet Drier,PERALATAN DAN MESIN,1.3.2.08.01.41.028
7047,Can Closing Mesin,PERALATAN DAN MESIN,1.3.2.08.01.41.029
7048,Canning Unit,PERALATAN DAN MESIN,1.3.2.08.01.41.030
7049,Carburator,PERALATAN DAN MESIN,1.3.2.08.01.41.031
7050,Centrifuge (Alat Laboratorium Pertanian),PERALATAN DAN MESIN,1.3.2.08.01.41.032
7051,Cervix Dilatator,PERALATAN DAN MESIN,1.3.2.08.01.41.033
7052,Climatic Chamber,PERALATAN DAN MESIN,1.3.2.08.01.41.034
7053,Cod Monitor,PERALATAN DAN MESIN,1.3.2.08.01.41.035
7054,Cold Chamber/Cabinet,PERALATAN DAN MESIN,1.3.2.08.01.41.036
7055,Cold Handling Cabinet,PERALATAN DAN MESIN,1.3.2.08.01.41.037
7056,Cold Storage (Alat Laboratorium Pertanian),PERALATAN DAN MESIN,1.3.2.08.01.41.038
7057,Colony Counter (Alat Laboratorium Pertanian),PERALATAN DAN MESIN,1.3.2.08.01.41.039
